CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_aldehyde,fr_amide,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_oxime,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_priamide,fr_urea,EC1_EC2_EC3_EC4_EC5_EC6
C00027,6.0,6.0,6.0,6.0,0.292487473,34.014,31.998,34.0054793,14,1.0,1.0,1.0,1.0,0.0,2.0,0.894427191,0.894427191,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,1.92,0.92,-14.58,11.89207173,0.0,0.0,0.0,0.0,0.0,10.51447079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51447079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51447079,0.0,0.0,0.0,0.0,0.0,40.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51447079,0.0,0.0,12.0,0.0,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0.0174,5.2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C00084,8.805555556,0.75,8.805555556,0.75,0.355007613,44.053,40.021,44.02621475,18,2.0,2.0,2.0,2.187496097,10.26466251,2.707106781,1.98559856,1.98559856,1.414213562,0.81305253,0.81305253,0.23570226,0.23570226,0.0,0.0,0.0,0.0,-0.33,2.67,1.67,1.67,19.26571524,4.794537184,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9237372,0.0,0.0,4.794537184,6.286160523,0.0,0.0,6.9237372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523,4.794537184,0.0,6.9237372,0.0,0.0,17.07,0.0,0.0,0.0,0.0,6.286160523,6.9237372,0.0,0.0,4.794537184,0.0,0.0,11.0,0.5,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2052,11.738,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C00254,11.01178855,-1.672641723,11.01178855,0.669259259,0.443382854,226.184,216.104,226.047738,86,1.125,1.625,2.0,2.964158443,378.1134351,12.34493498,8.160243785,8.160243785,7.371515126,4.435575305,4.435575305,3.459450946,3.459450946,2.271405785,2.271405785,1.337629721,1.337629721,-1.95,12.12117438,4.276420524,2.34474783,90.5059604,15.31958218,5.414990469,0.0,5.783244946,11.93861058,9.589074368,4.794537184,0.0,0.0,24.30408043,0.0,6.420821623,6.103966388,29.70319374,17.72185552,0.0,5.414990469,12.52478801,0.0,24.30408043,0.0,0.0,0.0,0.0,0.0,39.14540409,14.38361155,5.414990469,6.420821623,24.30408043,0.0,111.9,35.661634,14.38361155,0.0,0.0,12.15204021,12.15204021,0.0,0.0,15.31958218,0.0,0.0,56.08333333,0.3,16,3,6,1,0,1,0,0,0,4,3,6,4,0,0,1,-0.4119,51.6154,2,1,1,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C00479,9.173611111,0.638888889,9.173611111,0.638888889,0.403259903,58.08,52.032,58.04186481,24,2.0,2.25,2.25,2.296835262,17.2451125,3.414213562,2.692705341,2.692705341,1.914213562,1.351057332,1.351057332,0.574914957,0.574914957,0.166666667,0.166666667,0.0,0.0,-0.33,3.67,2.67,1.67,25.63065736,4.794537184,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9237372,0.0,6.420821623,0.0,4.794537184,6.286160523,0.0,0.0,13.34455882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523,4.794537184,0.0,13.34455882,0.0,0.0,17.07,0.0,4.794537184,0.0,6.420821623,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.666666667,4,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.5953,16.355,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C00628,10.30287037,-1.26537037,10.30287037,0.18037037,0.522491225,154.121,148.073,154.0266087,58,1.272727273,1.909090909,2.363636364,3.23220887,292.4920898,8.43072142,5.481939885,5.481939885,5.109060905,2.86297841,2.86297841,2.006604567,2.006604567,1.210545095,1.210545095,0.695328144,0.695328144,-1.71,7.397642627,2.494362825,1.402945662,62.34056859,15.31958218,17.06247516,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,0.0,18.19910121,0.0,0.0,20.11411937,5.969305288,0.0,0.0,0.0,0.0,23.7625527,11.49902367,0.0,0.0,11.49902367,0.0,21.28888747,0.0,0.0,10.35798868,18.19910121,0.0,77.76,5.969305288,4.794537184,17.06247516,0.0,12.13273414,6.066367069,0.0,0.0,15.31958218,0.0,0.0,37.66666667,0.0,11,3,4,0,0,0,1,0,1,3,3,4,1,0,0,1,0.796,36.7309,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1_0_0_1_0_0
C00779,11.42642668,-0.711851852,11.42642668,0.033070673,0.564410739,194.186,184.106,194.0579088,74,1.214285714,1.928571429,2.642857143,2.587286898,397.3536262,10.29252874,7.396153447,7.396153447,6.575387401,4.337840531,4.337840531,3.484267642,3.484267642,2.3393674,2.3393674,1.794089503,1.794089503,-1.55,9.022684181,2.989864061,1.333916224,80.42956378,15.31958218,11.49902367,5.783244946,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,18.05064018,12.48718869,11.66741788,20.11411937,5.783244946,0.0,0.0,18.94560963,0.0,23.25963712,11.49902367,0.0,0.0,11.49902367,0.0,27.20679352,6.420821623,0.0,22.34226179,12.13273414,0.0,77.76,6.103966388,20.11411937,29.26654173,11.98427311,6.066367069,6.066367069,0.0,0.0,0.0,0.0,0.0,41.66666667,0.3,14,3,4,1,0,1,1,0,1,4,3,4,0,0,0,2,0.5876,48.4299,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,0,0,0,0,1_0_0_1_0_0
C01149,9.883761338,0.703888889,9.883761338,0.703888889,0.310426221,130.211,114.083,130.1226406,54,1.333333333,1.888888889,2.222222222,3.167107918,83.40716557,7.328427125,6.554132499,6.554132499,4.060660172,3.301819103,3.301819103,3.322826074,3.322826074,1.150909552,1.150909552,0.648962075,0.648962075,-0.37,8.63,3.616587863,7.63,57.06023097,9.277568042,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164325,27.68777235,9.277568042,6.286160523,0.0,0.0,12.84164325,27.68777235,0.0,0.0,0.0,0.0,0.0,0.0,38.45696373,4.794537184,0.0,12.84164325,0.0,0.0,17.07,0.0,4.794537184,0.0,6.420821623,23.73476941,0.0,0.0,21.14301595,0.0,0.0,0.952222222,20.04777778,0.857142857,9,0,2,0,0,0,0,0,0,1,0,2,4,0,0,0,0.6717,38.1974,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C01455,2.083333333,1.321759259,2.083333333,1.321759259,0.45880628,92.141,84.077,92.06260026,36,1.0,1.571428571,1.857142857,3.02146531,129.9656602,5.112884175,4.386751346,4.386751346,3.39384685,2.410683603,2.410683603,1.654700538,1.654700538,0.940455735,0.940455735,0.534377897,0.534377897,-0.78,4.380771704,1.78328604,1.038264132,43.79634523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89528683,6.9237372,0.0,0.0,0.0,0.0,0.0,0.0,6.9237372,0.0,35.89528683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9237372,5.563451492,30.33183534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451492,0.0,19.05647134,0.0,0.0,0.0,13.66666667,0.142857143,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1.99502,31.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C02137,10.74490741,-1.420185185,10.74490741,0.208333333,0.5041163,150.133,144.085,150.0316941,56,1.090909091,1.636363636,2.090909091,2.947980343,276.6484617,8.267584714,5.650461522,5.650461522,5.215214055,3.042538691,3.042538691,2.000302113,2.000302113,1.230220715,1.230220715,0.713002855,0.713002855,-1.64,7.466837607,2.964319184,1.639878337,63.2785653,5.106527395,0.0,0.0,0.0,5.969305288,4.794537184,4.794537184,0.0,0.0,30.33183534,0.0,5.563451492,0.0,14.69560176,11.75255023,0.0,0.0,0.0,0.0,35.89528683,0.0,0.0,0.0,0.0,0.0,16.85907763,4.794537184,0.0,10.35798868,30.33183534,0.0,54.37,11.75255023,9.589074368,5.563451492,0.0,0.0,12.13273414,18.19910121,0.0,5.106527395,0.0,0.0,35.0,0.0,11,1,3,0,0,0,1,0,1,2,1,3,2,0,0,1,0.9539,38.4083,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C03765,9.99669076,0.231156463,9.99669076,0.231156463,0.618681782,136.15,128.086,136.0524295,52,1.3,1.9,2.4,2.78284959,213.2041299,7.397341226,5.449320013,5.449320013,4.825698503,3.042477944,3.042477944,2.037237992,2.037237992,1.255375899,1.255375899,0.728255739,0.728255739,-1.31,6.805074799,3.011779445,1.584972124,59.1170432,9.901064579,12.03567236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273414,17.69618563,6.420821623,0.0,9.901064579,6.286160523,0.0,0.0,6.420821623,0.0,29.82891977,5.749511833,0.0,0.0,5.749511833,0.0,11.39268792,11.21535881,0.0,5.563451492,24.26546827,0.0,37.3,0.0,4.794537184,5.749511833,6.420821623,11.84961201,0.0,24.26546827,0.0,5.106527395,0.0,0.0,27.83333333,0.125,10,1,2,0,0,0,1,0,1,2,1,2,2,0,0,1,1.1336,37.8748,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1_0_0_1_0_0
C04043,10.02635818,-0.190416667,10.02635818,0.166991686,0.487318214,152.149,144.085,152.0473441,58,1.272727273,2.0,2.545454546,2.94737073,268.0397226,8.267584714,5.819183339,5.819183339,5.236382105,3.182751409,3.182751409,2.193857492,2.193857492,1.358860725,1.358860725,0.792207967,0.792207967,-1.51,7.595374078,3.053138101,1.703179076,63.91127695,15.00759197,6.286160523,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,6.066367069,17.69618563,6.420821623,0.0,15.00759197,6.286160523,0.0,0.0,6.420821623,0.0,23.7625527,11.49902367,0.0,0.0,11.49902367,0.0,16.49921531,11.21535881,0.0,5.563451492,18.19910121,0.0,57.53,0.0,4.794537184,17.91984529,5.563451492,6.286160523,12.13273414,6.066367069,0.0,10.21305479,0.0,0.0,33.5,0.125,11,2,3,0,0,0,1,0,1,3,2,3,2,0,0,1,0.8392,39.5396,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1_0_0_1_0_0
C04411,10.46351852,-1.831018519,10.46351852,0.408703704,0.550463499,176.168,164.072,176.0684735,70,1.083333333,1.5,1.583333333,4.512146261,186.2357568,9.886751346,6.890188175,6.890188175,5.374785218,3.51237825,3.51237825,2.891113005,2.891113005,1.596564384,1.596564384,0.938392849,0.938392849,-1.1,10.9,4.058687439,2.501909824,69.63464917,15.31958218,0.0,6.103966388,0.0,11.93861058,4.794537184,4.794537184,0.0,0.0,13.8474744,5.917906046,0.0,5.917906046,24.90865655,11.93861058,0.0,11.83581209,19.95144079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.36215915,9.589074368,11.83581209,13.8474744,0.0,0.0,94.83,29.87838906,9.589074368,0.0,0.0,0.0,0.0,13.8474744,0.0,15.31958218,0.0,0.0,43.33333333,0.714285714,12,3,5,0,0,0,0,0,0,3,3,5,4,0,0,0,-0.2113,39.6064,2,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C04604,10.64814815,-1.495,10.64814815,0.076296296,0.636340588,197.146,190.09,197.0324223,74,1.285714286,1.857142857,2.285714286,3.533619989,412.4378202,10.87831518,7.182701232,7.182701232,6.447264863,3.599549506,3.599549506,2.591196148,2.591196148,1.680417894,1.680417894,0.974172921,0.974172921,-2.11,9.974104289,3.328126168,1.491791843,78.4516229,15.31958218,5.563451492,5.749511833,0.0,11.93861058,4.983978521,9.589074368,0.0,0.0,0.0,6.9237372,6.196843572,11.25737949,24.90865655,11.93861058,4.983978521,0.0,6.9237372,0.0,23.01767455,5.749511833,0.0,0.0,5.749511833,0.0,32.24217128,0.0,6.9237372,26.40990535,6.196843572,0.0,107.72,28.81502539,14.69560176,5.693927995,0.0,6.196843572,6.9237372,0.0,4.983978521,10.21305479,0.0,0.0,49.0,0.125,14,3,6,0,0,0,0,1,1,4,3,6,2,0,0,1,0.49202,44.5574,0,0,0,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C04623,6.112705341,-1.456687453,6.112705341,0.382376543,0.540334122,354.491,345.419,351.9146887,100,0.631578947,0.947368421,1.210526316,2.474116813,494.0441614,14.0436056,9.585974788,13.36561952,8.876028663,5.453670996,7.343493361,4.077727699,7.319538645,2.734003689,3.892609991,1.880875391,2.888780653,-0.11,15.28210125,6.114691574,3.932918957,136.7347127,0.0,0.0,0.0,3.792535936,0.0,0.0,0.0,0.0,0.0,82.27016773,35.39237126,10.04526663,5.917906046,0.0,58.00469945,0.0,0.0,9.710441982,0.0,69.70310616,0.0,0.0,0.0,0.0,58.00469945,3.792535936,0.0,0.0,17.04480903,48.53093655,0.0,0.0,3.792535936,0.0,5.917906046,10.04526663,11.12690298,0.0,24.26546827,0.0,58.00469945,0.0,-1.456687453,17.16211759,0.142857143,19,0,0,0,0,0,2,0,2,0,0,5,2,0,0,2,6.4955,85.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C05578,9.071759259,-0.097268519,9.071759259,0.086018519,0.497873654,149.149,142.093,149.0476785,56,1.090909091,1.818181818,2.636363636,2.857746579,355.8914302,7.844934983,5.703828268,5.703828268,5.270856948,3.262597736,3.262597736,2.405843793,2.405843793,1.648440871,1.648440871,1.077096429,1.077096429,-1.64,6.094932395,1.919461806,0.815764799,62.91069558,15.19703331,0.0,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273414,23.16613557,0.0,10.21305479,10.90292493,4.983978521,0.0,0.0,0.0,24.39594478,11.49902367,0.0,0.0,11.49902367,0.0,15.19703331,0.0,0.0,0.0,24.39594478,10.90292493,56.25,0.0,0.0,11.49902367,0.0,10.90292493,12.13273414,6.196843572,4.983978521,10.21305479,0.0,0.0,29.16666667,0.0,11,3,3,0,0,0,1,1,2,2,3,3,0,0,0,2,1.5791,41.6283,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1_0_0_1_0_0
C05942,10.03078704,-0.921296296,10.03078704,0.226851852,0.560397959,111.1,106.06,111.0320284,42,1.75,2.5,2.75,2.928375237,178.3185567,5.983127663,4.087512694,4.087512694,3.804530453,2.171747879,2.171747879,1.388948689,1.388948689,0.82836023,0.82836023,0.463367936,0.463367936,-1.25,4.898148148,1.694489796,0.702662722,45.96126151,10.09050592,5.693927995,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,0.0,12.13273414,6.196843572,0.0,9.901064579,5.969305288,4.983978521,0.0,0.0,0.0,24.0235057,0.0,0.0,0.0,0.0,0.0,16.0598112,0.0,0.0,10.48846518,18.32957771,0.0,53.09,5.969305288,4.794537184,5.693927995,0.0,0.0,6.066367069,12.26321064,4.983978521,5.106527395,0.0,0.0,24.83333333,0.0,8,2,3,0,0,0,0,1,1,1,2,3,1,0,0,1,0.7129,27.752,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C06007,10.09483796,-1.696759259,10.09483796,0.208796296,0.508240728,148.158,136.062,148.0735589,60,1.7,2.1,2.2,4.172476495,129.7095059,8.36180732,6.034346127,6.034346127,4.414719447,3.047547071,3.047547071,2.451500312,2.451500312,1.538777288,1.538777288,0.459354494,0.459354494,-0.61,9.39,2.984751814,1.965638012,59.10818496,15.31958218,0.0,6.103966388,0.0,5.969305288,0.0,4.794537184,0.0,0.0,6.9237372,13.34455882,0.0,5.601050811,20.11411937,5.969305288,0.0,0.0,31.97331322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99390467,4.794537184,0.0,20.26829602,0.0,0.0,77.76,17.67432249,4.794537184,6.420821623,0.0,0.0,6.9237372,6.9237372,0.0,15.31958218,0.0,0.0,34.75,0.833333333,10,3,4,0,0,0,0,0,0,3,3,4,3,0,0,0,-0.4071,34.5574,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C06202,10.06731481,0.034722222,10.06731481,0.034722222,0.568137403,122.123,116.075,122.0367794,46,1.333333333,2.0,2.444444444,3.14797913,217.9110651,6.690234444,4.742213232,4.742213232,4.342535255,2.575334462,2.575334462,1.676666855,1.676666855,1.06372157,1.06372157,0.587186942,0.587186942,-1.31,5.820039012,2.306763636,1.076819176,52.75210109,5.106527395,5.749511833,6.286160523,0.0,0.0,4.794537184,0.0,0.0,0.0,12.13273414,12.13273414,0.0,5.563451492,9.901064579,6.286160523,0.0,0.0,0.0,0.0,29.82891977,5.749511833,0.0,0.0,5.749511833,0.0,11.39268792,0.0,0.0,10.35798868,24.26546827,0.0,37.3,0.0,4.794537184,5.749511833,11.84961201,0.0,6.066367069,18.19910121,0.0,5.106527395,0.0,0.0,26.33333333,0.0,9,1,2,0,0,0,1,0,1,2,1,2,1,0,0,1,1.2047,33.4943,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1_0_0_1_0_0
C15900,5.451598868,-0.118052012,5.451598868,0.118052012,0.117975149,568.93,508.45,568.4644165,230,0.523809524,0.952380952,1.452380952,4.663862464,1153.101238,31.80490785,28.75873677,28.75873677,19.84024349,15.40653729,15.40653729,12.09761555,12.09761555,6.671168108,6.671168108,3.636517272,3.636517272,-3.16,38.84,23.4075844,24.62150141,260.1752444,4.736862954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.3040735,101.3414801,7.109797541,5.601050811,4.736862954,0.0,0.0,0.0,106.9425309,7.109797541,142.3040735,0.0,0.0,0.0,0.0,0.0,12.71084835,4.736862954,0.0,101.3414801,142.3040735,0.0,9.23,0.0,0.0,5.601050811,0.0,32.10410811,39.01173171,7.109797541,172.5297138,4.736862954,0.0,0.0,79.91666667,0.414634146,42,0,1,0,0,0,0,0,0,1,0,1,18,0,0,0,12.7869,191.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C21738,10.40788265,-0.649768519,10.40788265,0.198639928,0.80775218,242.274,228.162,242.0942943,92,0.944444444,1.611111111,2.388888889,2.004889987,565.1701016,12.53516943,9.783284955,9.783284955,8.770856948,5.948237399,5.948237399,4.458976426,4.458976426,3.373405142,3.373405142,2.404707675,2.404707675,-2.0,11.11111111,4.349112426,1.728268809,105.2795052,14.94991774,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241,12.13273414,11.12690298,18.6287544,14.94991774,0.0,0.0,0.0,12.02187243,6.606881965,59.65783953,11.49902367,4.736862954,0.0,11.49902367,0.0,16.81993675,0.0,0.0,23.14877542,48.53093655,0.0,49.69,6.103966388,10.21305479,11.66741788,6.606881965,16.87641482,0.0,12.13273414,0.0,4.736862954,0.0,0.0,42.33333333,0.2,18,2,3,0,1,1,2,0,2,3,2,3,1,0,0,3,2.6018,67.7446,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1_0_0_1_0_0
C00232,9.5993055556,-0.9239814815,9.5993055556,0.0520833333,0.512039219,102.089,96.041,102.031694052,40,1.7142857143,2.2857142857,2.4285714286,2.9670528833,77.0040925623,5.6986706127,3.755274008,3.755274008,3.27005561,1.9252348844,1.9252348844,1.0990803445,1.0990803445,0.476054169,0.476054169,0.1824008526,0.1824008526,-0.86,6.14,3.3345525292,5.14,40.9513553233,9.9010645789,6.2861605231,0.0,0.0,5.969305288,4.7945371841,0.0,0.0,0.0,0.0,0.0,6.4208216229,6.4208216229,14.695601763,12.2554658111,0.0,0.0,12.8416432459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3619932059,9.5890743681,0.0,12.8416432459,0.0,0.0,54.37,5.969305288,9.5890743681,12.8416432459,6.2861605231,0.0,0.0,0.0,0.0,5.1065273948,0.0,0.0,26.6666666667,0.5,7,1,3,0,0,0,0,0,0,2,1,3,3,0,0,0,0.0501,22.9338,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
C02658,7.5069444444,0.2152777778,7.5069444444,0.2152777778,0.2306868554,44.033,42.017,44.013638684,17,2.6666666667,3.0,3.0,2.5491933385,23.2192809489,3.4142135624,1.4717774602,1.4717774602,1.9142135624,0.4581988897,0.4581988897,0.1154700538,0.1154700538,0.0,0.0,0.0,0.0,-0.53,0.8748582996,0.1502721088,1.8692756904,18.3828457654,0.0,0.0,0.0,0.0,17.0804819078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2072530248,6.7175161563,0.0,5.1557127268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9247691811,0.0,0.0,0.0,5.1557127268,0.0,32.59,0.0,0.0,0.0,0.0,0.0,0.0,6.7175161563,5.1557127268,5.2072530248,0.2152777778,0.0,11.7847222222,0.0,3,1,2,0,0,0,0,0,0,2,1,3,0,0,0,0,-0.0468,10.2785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1_0_0_1_0_0
C02937,8.2963885739,0.653287037,8.2963885739,0.653287037,0.4088744221,174.203,164.123,174.07931294,66,1.3846153846,2.2307692308,3.0769230769,2.4537354259,431.1722957283,9.0960118382,7.0656355873,7.0656355873,6.4150149002,4.1247011092,4.1247011092,2.8616657093,2.8616657093,2.0677696828,2.0677696828,1.4396702309,1.4396702309,-1.77,7.8573863781,3.3085827118,1.4021561421,75.6957070386,10.1912315457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1557127268,18.1991012054,11.6298185602,29.7351907062,0.0,5.2072530248,17.1175255116,4.9839785209,5.1557127268,6.4208216229,0.0,36.0257633372,0.0,0.0,0.0,0.0,0.0,16.4058321253,6.4208216229,0.0,5.5634514917,35.6180245722,10.9029249321,48.38,0.0,0.0,0.0,6.4208216229,11.0801522093,11.600824794,0.0,10.1396912477,5.2072530248,0.0,0.0,30.0,0.1,13,2,3,0,0,0,1,1,2,2,2,3,2,0,0,2,2.1704,52.2812,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1_0_0_1_0_0
C05638,11.3466203704,-0.1426851852,11.3466203704,0.0366402116,0.3588497699,180.207,168.111,180.089877624,70,1.4615384615,2.1538461538,2.7692307692,2.9854337564,323.390782271,9.8449349827,7.1564267943,7.1564267943,6.1470657077,3.9662416303,3.9662416303,2.7334048627,2.7334048627,1.7086838743,1.7086838743,1.0515122008,1.0515122008,-1.55,9.5373362445,3.9095155057,2.1919819185,76.161766709,16.5738623492,5.7495118333,5.7832449464,0.0,0.0,4.7945371841,0.0,0.0,0.0,0.0,24.7438576113,17.6716593893,0.0,9.9010645789,11.470631221,0.0,5.7336674772,6.4208216229,12.2784238831,23.7625526971,5.7495118333,11.4673349543,5.6873862747,5.7495118333,0.0,17.4345287471,0.0,0.0,16.7788102987,18.1991012054,0.0,89.34,0.0,4.7945371841,24.4983348085,11.2508377664,0.0,18.1991012054,0.0,0.0,16.5738623492,0.0,0.0,36.6666666667,0.2222222222,13,5,4,0,0,0,1,0,1,4,3,4,3,0,0,1,0.5059,50.5211,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1_0_0_1_0_0
C05662,10.4416581633,-2.0769907407,10.4416581633,0.4185185185,0.4375935645,206.15,196.07,206.04265266,80,1.0,1.5,1.7857142857,4.3651785589,246.4228653433,11.3009649083,7.0825133541,7.0825133541,6.3579484653,3.7138770023,3.7138770023,2.6602193961,2.6602193961,1.6205506337,1.6205506337,0.86747812,0.86747812,-1.63,12.37,5.1757136713,3.8539866253,78.5904050231,20.4261095794,0.0,6.1039663877,0.0,17.9079158639,9.5890743681,4.7945371841,0.0,0.0,0.0,6.4208216229,6.4208216229,5.9179060462,34.8097211316,17.9079158639,0.0,5.9179060462,18.9456096336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.437991831,14.3836115522,5.9179060462,12.8416432459,0.0,0.0,132.13,42.7714315436,14.3836115522,0.0,0.0,0.0,0.0,0.0,0.0,20.4261095794,0.0,0.0,55.6666666667,0.5714285714,14,4,7,0,0,0,0,0,0,4,4,7,6,0,0,0,-1.0025,41.6382,3,1,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_0_0_1_0_0
